num_iters,frac_bits,mean,std,c95l,c95h,al,ah,mse
21,23,7.017422063404832e-07, 1.4384765982791703e-13, 6.943084645505437e-07,7.091759481304227e-07, -9.899966404436356e-07,2.2645017258016154e-06,6.362897839875264e-13
22,23,7.323015103936848e-07, 8.661839858625271e-14, 7.265330336449325e-07,7.38069987142437e-07, -5.976224247694617e-07,2.0633380722889783e-06,6.228839007111247e-13
23,23,7.731759458823872e-07, 7.3016384179227e-14, 7.678797232524092e-07,7.784721685123652e-07, -5.380595310411351e-07,1.8998488314769801e-06,6.708174274703513e-13
24,23,8.047968571541996e-07, 7.644473299902493e-14, 7.993777235860999e-07,8.102159907222994e-07, -6.486507594383184e-07,1.9294684160398035e-06,7.241427142843022e-13
18,24,2.5611676037465834e-07, 5.37707513866969e-12, 2.1066725888925865e-07,3.01566261860058e-07, -6.157238644166618e-06,6.741529554932235e-06,5.4426709336145004e-12
19,24,3.00867016890749e-07, 1.3312031286020717e-12, 2.782529727171879e-07,3.234810610643101e-07, -3.0332910770924926e-06,3.7653642414037236e-06,1.42172409045481e-12
20,24,3.264658233365414e-07, 3.418267207034661e-13, 3.1500649730812926e-07,3.3792514936495356e-07, -1.491112528895222e-06,2.0708451998752153e-06,4.484066545102719e-13
21,24,3.405117161565885e-07, 9.77269864245522e-14, 3.3438449826386947e-07,3.466389340493075e-07, -8.968047791046985e-07,1.6408601486439522e-06,2.136752152644573e-13
22,24,3.603900945584826e-07, 3.645742304484007e-14, 3.566477044616453e-07,3.641324846553199e-07, -5.277479255827444e-07,1.319754406536866e-06,1.663384433007121e-13
23,24,3.7766218801169594e-07, 2.176215801660706e-14, 3.7477079550571206e-07,3.805535805176798e-07, -3.433180050249618e-07,1.0166923571919284e-06,1.6439088627038862e-13
24,24,3.938014896369135e-07, 1.9224662048423216e-14, 3.910838902969588e-07,3.965190889768682e-07, -2.601033036730982e-07,9.534147851208985e-07,1.7430427528867532e-13
18,25,1.0747143584382002e-07, 5.369245925479663e-12, 6.205503445916309e-08,1.5288783722847695e-07, -6.17677858960608e-06,6.587030328075727e-06,5.380796035001994e-12
19,25,1.2214359944716647e-07, 1.3311353909623784e-12, 9.953013063337969e-08,1.4475706826095326e-07, -3.0851158795419664e-06,3.395489814983499e-06,1.3460544498482883e-12
20,25,1.382564863336766e-07, 3.347391499953387e-13, 1.2691658369466733e-07,1.4959638897268585e-07, -1.4859920818288685e-06,1.835231895341849e-06,3.538540060086728e-13
21,25,1.547774752730935e-07, 8.618912898320072e-14, 1.490233101911562e-07,1.6053164035503078e-07, -7.769530026013882e-07,1.0980273935645712e-06,1.1014519583511377e-13
22,25,1.6007126219687028e-07, 2.4130075505000993e-14, 1.5702662596145544e-07,1.6311589843228513e-07, -4.420795707282821e-07,7.407002888815128e-07,4.975288448630019e-14
23,25,1.69790647720236e-07, 8.94955184537633e-15, 1.6793644712781895e-07,1.7164484831265307e-07, -3.308042320071536e-07,5.328035382889951e-07,3.777841589863361e-14
24,25,1.7853628027582057e-07, 5.282018658121091e-15, 1.7711180132276307e-07,1.7996075922887807e-07, -1.5688496379784311e-07,5.463272300110233e-07,3.715722203284745e-14
