num_iters,frac_bits,mean,std,c95l,c95h,al,ah,mse
14,21,1.276057428593047e-06, 1.865712986723205e-09, -7.1899469476141045e-06,9.742061804800199e-06, -8.889777238818564e-05,9.633137620512766e-05,1.8673413092842726e-09
15,21,-1.2016713753504327e-06, 3.645682770666383e-10, -4.9440309160402336e-06,2.5406881653393682e-06, -4.263086939626515e-05,4.819478400275301e-05,3.6601229116097495e-10
16,21,9.487920956996465e-07, 7.835864715716923e-11, -7.862081317325614e-07,2.6837923231318545e-06, -1.8582544917600252e-05,2.346351742188446e-05,7.925885359803134e-11
17,21,1.7051463825612511e-06, 2.2495685416330678e-11, 7.755258949676529e-07,2.6347668701548495e-06, -1.0262855201781385e-05,1.1497897399626034e-05,2.5403209602292398e-11
18,21,2.069931794766999e-06, 5.525937349260231e-12, 1.6091884722877895e-06,2.5306751172462088e-06, -5.109316659535068e-06,7.564740596044395e-06,9.810554984247562e-12
19,21,2.4938121583273355e-06, 1.839009711096465e-12, 2.228016377583017e-06,2.759607939071654e-06, -1.4786258459853485e-06,5.762020185984262e-06,8.058108792117707e-12
20,21,2.361432300502786e-06, 8.525157188087475e-13, 2.18046201605322e-06,2.542402584952352e-06, -3.2132400917816994e-07,4.09392881273174e-06,6.428878228666627e-12
21,21,2.528731785409466e-06, 8.040941685076645e-13, 2.352976041328681e-06,2.704487529490251e-06, 1.666900522057091e-07,6.539909570224545e-06,7.19857861104781e-12
22,21,2.822728275887476e-06, 1.1998358587816793e-12, 2.608035718142786e-06,3.037420833632166e-06, 6.981248967807829e-07,6.210476949486399e-06,9.167630778276363e-12
23,21,2.8561920750480585e-06, 8.348658255186304e-13, 2.677104929911609e-06,3.035279220184508e-06, 6.1541573825874e-07,5.1350502054958724e-06,8.992698995085964e-12
24,21,3.0686223697873327e-06, 9.91484357791747e-13, 2.873458686974859e-06,3.2637860525998063e-06, 5.399432023711626e-07,5.672580195570376e-06,1.0407927606150972e-11
10,22,-6.761825625475781e-05, 3.7451942474873607e-07, -0.0001875663209375506,5.2329808428034985e-05, -0.0014697907354730422,0.0013676066760435202,3.790916533276702e-07
11,22,2.6044288478658252e-05, 8.794485775503733e-08, -3.208048812751473e-05,8.416906508483123e-05, -0.000625425837253113,0.0005801777525222818,8.862316271739691e-08
12,22,-4.127445009361242e-05, 2.5139136033999096e-08, -7.235088891600824e-05,-1.0198011271216605e-05, -0.000355818832499577,0.00031541000490875604,2.6842716264529203e-08
13,22,-1.7686485508661143e-06, 5.883010721839517e-09, -1.6802002797014474e-05,1.3264705695282245e-05, -0.00017529338749600054,0.00018390995861128356,5.886138839535997e-09
14,22,-5.658892863191767e-07, 1.6172035368347647e-09, -8.447925258772254e-06,7.316146686133901e-06, -9.889090423631508e-05,7.633680387331143e-05,1.6175237675191357e-09
15,22,4.802941076487155e-07, 2.442081824319736e-10, -2.582629583256217e-06,3.5432177985536485e-06, -4.3986374502646974e-05,4.23026873036525e-05,2.4443886486181565e-10
16,22,1.4602256801898861e-06, 7.651960174176442e-11, -2.5429379199805646e-07,3.174745152377829e-06, -2.166320835483848e-05,2.5222167833072184e-05,7.86518607788504e-11
17,22,9.533252668503245e-07, 2.3273776064906158e-11, 7.764384987376916e-09,1.8988861487132721e-06, -1.1080932194373894e-05,1.1893985177979793e-05,2.4182605129321406e-11
18,22,1.0770095224155174e-06, 5.314753881229162e-12, 6.251560228149284e-07,1.5288630220161063e-06, -5.034994219776934e-06,5.617244056232984e-06,6.474703392602863e-12
19,22,1.1654941661431995e-06, 1.5244601133994293e-12, 9.234948692096083e-07,1.4074934630767907e-06, -2.483914940953902e-06,3.965425072860462e-06,2.882836764713261e-12
20,22,1.2228282716408856e-06, 5.648429119933013e-13, 1.0755224492605917e-06,1.3701340940211795e-06, -9.595302865594846e-07,3.024505026094637e-06,2.060151893917537e-12
21,22,1.2725082479414507e-06, 3.22427211899159e-13, 1.1612142059970676e-06,1.3838022898858338e-06, -7.969385104056315e-07,3.118944131741408e-06,1.9417044529781796e-12
22,22,1.418458025149727e-06, 2.6889499652944544e-13, 1.3168220561885605e-06,1.5200939941108934e-06, -1.2558732620515656e-07,2.5606058757787764e-06,2.2809181656411086e-12
23,22,1.3897886484315336e-06, 2.474821446697461e-13, 1.292283396933817e-06,1.4872938999292501e-06, -4.016977329657223e-07,2.5439578925645634e-06,2.178994631978895e-12
24,22,1.409617565120147e-06, 3.6508438492375346e-13, 1.2911900272278522e-06,1.528045103012442e-06, -8.729785897498843e-07,3.1823209203363234e-06,2.352106064819006e-12
10,23,7.664688588578161e-05, 3.032084745283705e-07, -3.1279277566283525e-05,0.00018457304933784674, -0.001288149768584823,0.0014019086049229523,3.0908321964435855e-07
11,23,1.7185710504451503e-05, 1.0194167819078334e-07, -4.5393771032048406e-05,7.976519204095141e-05, -0.0006807476266394996,0.0006731272028994706,1.0223702683632618e-07
12,23,6.188867385608087e-06, 2.4779478415264586e-08, -2.4664470242609774e-05,3.7042205013825946e-05, -0.0003690328504694085,0.0003391310890902277,2.481778049478122e-08
13,23,6.935799237627327e-06, 6.275089351664763e-09, -8.590431229989516e-06,2.246202970524417e-05, -0.00017927407311291166,0.00019421935844488036,6.323194662729436e-09
14,23,1.5756904541974759e-06, 1.1344599591286327e-09, -5.025931603288514e-06,8.177312511683466e-06, -9.624961001375443e-05,7.838938848725441e-05,1.1369427595360818e-09
15,23,3.7878461623397366e-07, 4.09876553230993e-10, -3.5893153911904644e-06,4.346884623658412e-06, -4.940920725959863e-05,4.527452651026387e-05,4.1002003101648847e-10
16,23,1.3259993190573027e-06, 9.569901281595336e-11, -5.913877770549201e-07,3.2433864151695257e-06, -2.2724457630518557e-05,2.452892327686751e-05,9.74572870100938e-11
17,23,7.894749998182959e-07, 2.164028683897343e-11, -1.2229978553497494e-07,1.701249785171567e-06, -8.45356110545925e-06,1.1737952108625826e-05,2.2263557614311525e-11
18,23,7.596555354660861e-07, 4.769818256735692e-12, 3.3159322907745024e-07,1.187717841854722e-06, -5.574892212423244e-06,5.344013352726051e-06,5.346894789299959e-12
19,23,7.072158003806894e-07, 8.169389907283651e-13, 5.300618326920687e-07,8.843697680693101e-07, -1.7260056793810818e-06,3.3883622232444566e-06,1.3170931790364645e-12
20,23,6.363682895338396e-07, 3.778039186401087e-13, 5.158954073632929e-07,7.568411717043862e-07, -9.972774960287367e-07,2.3722116440083596e-06,7.827685185643334e-13
21,23,7.015996025849791e-07, 1.421288840593165e-13, 6.277076327234122e-07,7.75491572446546e-07, -5.700546343856416e-07,1.5710797758305972e-06,6.343708864067172e-13
22,23,7.446223923646133e-07, 7.389934564268588e-14, 6.913409015614327e-07,7.97903883167794e-07, -7.337858887179749e-08,1.407236625783348e-06,6.283618528534861e-13
23,23,7.469273143589916e-07, 9.182864590850822e-14, 6.875329605766559e-07,8.063216681413273e-07, -2.838483498246447e-07,1.5410239211366417e-06,6.497290588440441e-13
24,23,7.485885053060138e-07, 6.399426124375563e-14, 6.990062147181424e-07,7.981707958938852e-07, -1.413841881348077e-07,1.2715638636473514e-06,6.243790115200473e-13
10,24,-2.861096317399281e-05, 3.561838694499426e-07, -0.00014558600123249909,8.836407488451348e-05, -0.0012841789277433513,0.0015154183037747737,3.5700245666368615e-07
11,24,7.42322681609564e-06, 9.586918045540765e-08, -5.326376055661005e-05,6.811021418880134e-05, -0.0007058134481622291,0.0007249760575872566,9.592428475177086e-08
12,24,-1.9423557870424935e-05, 1.5256876039138407e-08, -4.363322845718718e-05,4.786112716337313e-06, -0.0003466070303178581,0.0003297232185698329,1.5634150639484158e-08
13,24,5.887451791241061e-06, 5.179946962633036e-09, -8.219030495867611e-06,1.9993934078349733e-05, -0.00020107419746240307,0.0001428440754492888,5.2146090512272235e-09
14,24,-3.599930212361269e-07, 1.1317212705953142e-09, -6.953641808606409e-06,6.233655766134155e-06, -8.753972123398679e-05,8.911887679041719e-05,1.1318508655706529e-09
15,24,1.8005138011567557e-06, 3.0142346267045406e-10, -1.602350248720665e-06,5.203377851034176e-06, -3.516809951698008e-05,4.990174310270934e-05,3.0466531261861e-10
16,24,6.753978875218003e-07, 8.247006241391249e-11, -1.1045374814432817e-06,2.455333256486882e-06, -1.8394188865622496e-05,2.4205903423224484e-05,8.292622472038141e-11
17,24,7.117950601909229e-07, 1.9931803203035743e-11, -1.6324788266835254e-07,1.5868380030501982e-06, -1.2356875308427995e-05,1.0824019807675889e-05,2.0438455410747945e-11
18,24,2.3361763422546923e-07, 6.0711799715231426e-12, -2.4932175098351643e-07,7.165570194344549e-07, -5.075305993695878e-06,5.597466922746541e-06,6.125757170544248e-12
19,24,3.977978080638156e-07, 9.629063371927873e-13, 2.0546733765000385e-07,5.901282784776273e-07, -1.6794280580656462e-06,3.1050097819562694e-06,1.1211494332931634e-12
20,24,2.546731185626427e-07, 3.5042386703083177e-13, 1.3864776238626017e-07,3.7069847473902526e-07, -1.0954658888895352e-06,1.6877450145225126e-06,4.152822643492535e-13
21,24,3.444119725459771e-07, 7.342842182518166e-14, 2.913005213058144e-07,3.975234237861398e-07, -3.164202651007031e-07,1.1094878675788067e-06,1.9204802865819255e-13
22,24,3.700372376724825e-07, 4.818938809493359e-14, 3.2701115798754065e-07,4.130633173574244e-07, -2.5236267764405795e-07,9.10885107008319e-07,1.8511694535921493e-13
23,24,3.556450917863163e-07, 2.2372595642106438e-14, 3.263284474662861e-07,3.8496173610634655e-07, -3.672003545673874e-08,7.882869696995698e-07,1.4885602695380382e-13
24,24,3.6897157740800603e-07, 2.561876571829682e-14, 3.376000855111566e-07,4.003430693048555e-07, -5.4509279645564845e-08,7.687294407698886e-07,1.6175879065324896e-13
10,25,1.1163261051049256e-05, 3.2659110926152864e-07, -0.00010084711370678683,0.00012317363580888535, -0.001559482425612102,0.001285098777589866,3.267157276588226e-07
11,25,2.0859743494197057e-05, 8.632511359649124e-08, -3.672728250925972e-05,7.844676949765384e-05, -0.0006582450485651536,0.0007344163302362983,8.67602424951349e-08
12,25,-1.3962529237191434e-05, 2.7363922712147193e-08, -4.638493591698383e-05,1.8459877442600962e-05, -0.00039403219724909455,0.00038265763079725623,2.7558874934846618e-08
13,25,-2.9794533520810515e-07, 6.540521980832978e-09, -1.6149150097486575e-05,1.5553259427070367e-05, -0.00018150049472920315,0.00018935505122374963,6.54061075225575e-09
14,25,3.0392910056908916e-07, 1.6721814466789478e-09, -7.710964688846865e-06,8.318822889985044e-06, -9.062884498234336e-05,9.734534588479171e-05,1.6722738195771206e-09
15,25,9.505218617666955e-07, 3.4088780786900553e-10, -2.668255007162323e-06,4.569298730695715e-06, -4.1606271110161686e-05,4.3058249596938936e-05,3.417912996787019e-10
16,25,-6.452056525030336e-07, 8.420897280794043e-11, -2.4438084155916037e-06,1.1533971105855367e-06, -2.349348966845799e-05,2.230883207188228e-05,8.462526314196228e-11
17,25,-5.337924066939337e-07, 2.0488801818971573e-11, -1.4209777372070187e-06,3.533929238191513e-07, -1.1436419024346556e-05,1.1982345680783268e-05,2.0773736152415668e-11
18,25,-1.6160643528939644e-08, 4.394603618891133e-12, -4.270415175341941e-07,3.947202304763148e-07, -5.275793166670262e-06,5.077735694358765e-06,4.394864785290402e-12
19,25,1.6879430150273934e-07, 1.4442241699545184e-12, -6.675041975624533e-08,4.04339022761724e-07, -2.679828959295527e-06,2.8062298057518476e-06,1.4727156861743158e-12
20,25,1.460538428343927e-07, 2.504593627900568e-13, 4.796384904836566e-08,2.4414383662041977e-07, -9.094960062849822e-07,1.5692350493479168e-06,2.7179108779675036e-13
21,25,1.6311707648264395e-07, 7.497441111272566e-14, 1.0944942349402828e-07,2.1678472947125963e-07, -4.490767508968929e-07,8.407344997962696e-07,1.0158159175297035e-13
22,25,1.7079752133164482e-07, 3.066629191217036e-14, 1.3647440564996557e-07,2.0512063701332407e-07, -3.6867336949963914e-07,6.723143579634439e-07,5.983808520520403e-14
23,25,1.591316328009018e-07, 9.046172893045526e-15, 1.404898040853697e-07,1.777734615164339e-07, -1.0792785132274219e-07,4.336192206411127e-07,3.436904945092658e-14
24,25,1.7195481603615724e-07, 5.7399862182868366e-15, 1.5710532747386302e-07,1.8680430459845146e-07, -9.175231807656559e-08,3.9803188123244126e-07,3.530844497631552e-14
10,26,-4.365754824899648e-05, 3.7211253417565504e-07, -0.00016321956191927542,7.590446542128244e-05, -0.001520886479543293,0.0015341852641994613,3.740185156947685e-07
11,26,2.592698027479301e-06, 6.705948874572739e-08, -4.816316192638083e-05,5.3348557981339435e-05, -0.0006958307080737747,0.0005713260182035329,6.706621082878908e-08
12,26,-7.393844786087733e-06, 2.5133299853079466e-08, -3.8466676120806824e-05,2.367898654863136e-05, -0.000361396119212376,0.00036593308636412303,2.5187968793800222e-08
13,26,-1.0426630136610715e-05, 6.229361855255188e-09, -2.5896186207535418e-05,5.042925934313987e-06, -0.00019938585530576702,0.0001414957257832583,6.338076471260865e-09
14,26,2.574204500871424e-07, 1.627370240257612e-09, -7.649352289136897e-06,8.16419318931118e-06, -9.515233745660545e-05,9.243830132887876e-05,1.6274365055457348e-09
15,26,-1.2171036420738357e-06, 4.006022911093095e-10, -5.140053758409148e-06,2.705846474261476e-06, -5.0266145859900746e-05,4.511009132779353e-05,4.0208363238485886e-10
16,26,-7.859390825226686e-07, 1.0414935094651025e-10, -2.7861894333440692e-06,1.2143112682987322e-06, -2.4643677660751706e-05,2.2828559251841796e-05,1.0476705118794684e-10
17,26,-2.7888144815468863e-07, 2.5157428042171628e-11, -1.2619621954323806e-06,7.041992991230034e-07, -1.138047242632556e-05,1.0457653409012835e-05,2.523520290429649e-11
18,26,1.9109965086361313e-07, 6.246328254120542e-12, -2.987563955523668e-07,6.809556972795931e-07, -5.524535010237308e-06,6.2900048014569165e-06,6.282847330680735e-12
19,26,-1.9603660339484464e-09, 1.481933233512837e-12, -2.405603389983835e-07,2.3663960693048658e-07, -2.8302006326308415e-06,2.6791297736972197e-06,1.4819370765478237e-12
20,26,1.3288558819213315e-07, 3.3055244827555147e-13, 2.0197954207948427e-08,2.455732221763179e-07, -1.1713173777572194e-06,1.5804189563706217e-06,3.482110278247206e-13
21,26,1.0473608185512794e-07, 1.0944232769557625e-13, 3.989522698141999e-08,1.695769367288359e-07, -6.439296409421758e-07,9.158903255812589e-07,1.2041197453794033e-13
22,26,9.600883123517256e-08, 2.050895908376499e-14, 6.793977047137222e-08,1.240778919989729e-07, -2.5474318765539294e-07,4.2126601140779485e-07,2.972665475890884e-14
23,26,7.552546977596109e-08, 5.107174088902333e-15, 6.151842869658704e-08,8.953251085533514e-08, -1.472228157162192e-07,2.863649678497282e-07,1.081127067378194e-14
24,26,9.785091263814216e-08, 1.470898127933621e-15, 9.033386385004068e-08,1.0536796142624364e-07, 1.3192162917619044e-09,2.100835452267802e-07,1.1045699232050952e-14
