num_iters,frac_bits,mean,std,c95l,c95h,al,ah,mse
10,25,-2.298866341388983e-05, 3.530847221573257e-07, -0.0001394536911535329,9.347636432575323e-05, -0.0015453092063605345,0.0014653119929266545,3.5361320080288285e-07
11,25,-2.3252104458812982e-05, 9.388089744060857e-08, -8.330648444960481e-05,3.680227553197884e-05, -0.0007589883275074261,0.0007159334843014342,9.442155780237212e-08
12,25,1.5021981898951653e-05, 2.1879751428393512e-08, -1.3969957168195359e-05,4.4013920966098665e-05, -0.0003677797630425861,0.0003431350503197983,2.2105411368565943e-08
13,25,1.3868044738792884e-05, 4.983304798950844e-09, 3.1909542991434865e-08,2.7704179934594335e-05, -0.00015150537635866268,0.00018375986233098995,5.175627463828003e-09
14,25,9.161262185972685e-06, 1.3381613137339608e-09, 1.991408280319945e-06,1.6331116091625425e-05, -8.400917608797354e-05,9.318635121902119e-05,1.4220900385740942e-09
15,25,-2.404839195324637e-07, 3.3489692450033773e-10, -3.827321001364446e-06,3.346353162299519e-06, -4.27825081339428e-05,4.57953168693237e-05,3.3495475701589137e-10
16,25,9.94276589676435e-07, 8.995676933432944e-11, -8.646960434592976e-07,2.8532492228121675e-06, -2.1333141968504776e-05,2.4378494144050578e-05,9.094535527110803e-11
17,25,2.0706849614082755e-07, 2.251249534593119e-11, -7.228992566384248e-07,1.1370362489200799e-06, -1.1513512830019224e-05,1.101648978751868e-05,2.25553727080252e-11
18,25,-2.7062674671229916e-07, 3.7502315332559915e-12, -6.501908316591789e-07,1.0893733823458059e-07, -4.8816453760425205e-06,4.252250490388576e-06,3.823470369292075e-12
19,25,-4.837821012237953e-08, 1.349497841672626e-12, -2.7606727241061416e-07,1.7931085216585512e-07, -2.8849289231969166e-06,2.721211390888101e-06,1.3518382928872713e-12
20,25,2.1442079930822367e-07, 3.300321950126625e-13, 1.0182187922633993e-07,3.270197193901074e-07, -1.3694836692446088e-06,1.6525105386300254e-06,3.7600847418864e-13
21,25,1.527231602593826e-07, 1.0226488690605219e-13, 9.004455230273681e-08,2.1540176821602839e-07, -6.66313889952086e-07,8.922660230670232e-07,1.2558925058566525e-13
22,25,1.72364343138387e-07, 1.5601554240295036e-14, 1.4788273151465654e-07,1.9684595476211745e-07, -1.1367334507017546e-07,4.5070043208639277e-07,4.5311021025822646e-14
23,25,1.6486266677273597e-07, 9.597039565634306e-15, 1.4566162846869086e-07,1.840637050767811e-07, -1.4491398236948783e-07,4.0344174168094327e-07,3.677673846105249e-14
24,25,1.7746595379786178e-07, 6.991970654482575e-15, 1.610768249417388e-07,1.9385508265398476e-07, -1.1840205582647201e-07,4.2414819068081755e-07,3.848613541186738e-14
25,25,1.9037970356294842e-07, 4.3114298666111845e-15, 1.7751005361604872e-07,2.0324935350984812e-07, -3.423572181304735e-08,3.6643820922055426e-07,4.055586139532729e-14
26,25,2.1439924211885674e-07, 5.0634972331172565e-15, 2.0045222416850505e-07,2.2834626006920843e-07, -2.2470131311180808e-09,3.9637994253549635e-07,5.1030532254257415e-14
27,25,2.044239063525577e-07, 5.852783116239759e-15, 1.8942922342181633e-07,2.1941858928329907e-07, 7.740472263151332e-09,4.3443040964596946e-07,4.7641916604679045e-14
28,25,2.1251612881911795e-07, 6.026649684399289e-15, 1.973003549552659e-07,2.2773190268297e-07, 1.1322506265898369e-09,4.1213624957237016e-07,5.118975469266324e-14
29,25,2.350932146788498e-07, 6.339213592706109e-15, 2.1948785568338297e-07,2.5069857367431663e-07, -2.938751042513843e-08,4.5854466601547017e-07,6.160803318074186e-14
10,30,1.2430446795225203e-05, 4.1465142534210957e-07, -0.00011378068249194375,0.00013864157608239417, -0.0014525142440420247,0.0014548218902090682,4.1480594134963846e-07
11,30,5.65338096646717e-06, 9.463944555755359e-08, -5.464312756046977e-05,6.59498894934041e-05, -0.0006848823022886918,0.0007170171177677265,9.467140627390558e-08
12,30,1.298154003002927e-05, 2.0057062665026507e-08, -1.477656003715217e-05,4.0739640097210713e-05, -0.0003391322238472938,0.00037706619242361405,2.0225583046577764e-08
13,30,7.833935242617108e-06, 5.8496626481300725e-09, -7.156749874833825e-06,2.282462036006804e-05, -0.00017107852585951377,0.00018872465175545639,5.91103318951559e-09
14,30,-5.9333428898833415e-06, 1.0319801514199625e-09, -1.2229734673829863e-05,3.630488940631813e-07, -9.435107046629199e-05,8.622901719834708e-05,1.0671847092688918e-09
15,30,8.255445454141697e-07, 3.859446929127826e-10, -3.024968579214476e-06,4.676057670042815e-06, -4.6690930506021466e-05,5.0043450751102725e-05,3.866262167092456e-10
16,30,-9.397723357706944e-07, 8.770567567224865e-11, -2.775337980640173e-06,8.957933090987842e-07, -2.122686017902442e-05,2.3917765747616393e-05,8.858884771532857e-11
17,30,-3.163653181759152e-08, 1.961497838489481e-11, -8.996970191306123e-07,8.364239554954292e-07, -1.011408798956559e-05,1.2158896228076088e-05,1.961597925504026e-11
18,30,1.1668313131596441e-07, 5.1841415340155795e-12, -3.2958358396845215e-07,5.62949846600381e-07, -5.772084822885937e-06,5.41682722410286e-06,5.197756487149277e-12
19,30,1.8213191643745573e-09, 1.4813394268930855e-12, -2.3673084583004504e-07,2.4037348415879413e-07, -2.8843087417351754e-06,2.9558107143001777e-06,1.4813427440965838e-12
20,30,6.857805481486068e-08, 2.6913513074387176e-13, -3.31032865544219e-08,1.7025939618414327e-07, -1.2645136640010435e-06,1.4068167911718277e-06,2.7383808034606186e-13
21,30,-3.7867194924157135e-09, 8.372295920651133e-14, -6.04991625792493e-08,5.292572359441788e-08, -6.864591074462467e-07,6.59887834819628e-07,8.373729845102555e-14
22,30,1.923617082288942e-08, 2.3461115587321008e-14, -1.0785191844426731e-08,4.925753349020557e-08, -3.33479448388907e-07,3.510934664108234e-07,2.3831145855248397e-14
23,30,-8.404887137380967e-09, 4.336266635103249e-15, -2.131155282043507e-08,4.501778545673135e-09, -1.6735448149507448e-07,1.8641985743972356e-07,4.406908762895361e-15
24,30,3.6238910527952583e-09, 1.3772611057406755e-15, -3.649956803610167e-09,1.0897738909200684e-08, -8.261604822479285e-08,9.188145355665256e-08,1.390393692103205e-15
25,30,7.486115147781192e-09, 2.1530078433530716e-16, 4.610181398366028e-09,1.0362048897196355e-08, -2.5470797138105183e-08,4.710716361433498e-08,2.7134270434114613e-16
26,30,5.496087593925836e-09, 8.00751633014763e-17, 3.74218694868121e-09,7.249988239170461e-09, -1.6011900139112356e-08,2.8686105268960205e-08,1.1028214214158177e-16
27,30,5.605326200974758e-09, 2.090533533512095e-17, 4.709168088678716e-09,6.5014843132708005e-09, -6.08471162344415e-09,2.0789931443054854e-08,5.232501715445506e-17
28,30,5.839812393659827e-09, 1.2210428742031172e-17, 5.154921285122222e-09,6.524703502197432e-09, -3.4694875861163155e-09,1.5293038169161832e-08,4.6313837535174075e-17
29,30,6.480552541265894e-09, 8.016845359284171e-18, 5.925597469821132e-09,7.035507612710656e-09, -2.322368297669186e-09,1.4438162443397573e-08,5.001440659939201e-17
